booking_id,age,country,travel_type,transport,hotel_stars,nights,distance_km,season,booking_advance_days,travel_insurance,total_price,cancelled
364,50,Germany,Leisure,Plane,1,3,9252,Winter,134,yes,1940.89,no
365,21,UK,Business,Plane,5,1,3591,Winter,111,yes,1434.18,no
366,50,USA,Leisure,Plane,4,12,3397,Winter,150,no,3097.0,no
367,31,Spain,Business,Train,5,10,3077,Spring,121,no,2917.77,no
368,38,Germany,Leisure,Plane,4,5,308,Spring,11,no,1267.88,no
369,65,Italy,Business,Plane,4,10,3416,Spring,72,yes,2529.57,no
370,37,USA,Leisure,Train,4,2,5507,Autumn,91,no,1175.16,no
371,73,Spain,Business,Plane,4,7,7333,Autumn,29,yes,2480.7,no
372,25,Spain,Business,Train,3,13,1991,Autumn,119,no,2387.74,no
373,24,Germany,Leisure,Plane,3,7,9468,Spring,119,yes,2678.04,no
374,20,Spain,Leisure,Plane,1,4,3606,Spring,8,no,1078.9,no
375,34,Germany,Leisure,Train,2,6,2139,Autumn,80,no,1473.17,no
376,50,France,Leisure,Train,4,1,3389,Summer,163,no,1074.72,no
377,65,USA,Business,Plane,5,2,9744,Summer,72,yes,2344.12,no
378,29,UK,Leisure,Plane,3,6,6745,Summer,173,yes,1929.63,no
379,68,France,Leisure,Plane,2,2,4861,Summer,33,yes,905.07,no
380,39,USA,Leisure,Train,1,12,1717,Autumn,5,yes,2263.74,no
381,72,Germany,Business,Plane,2,12,8286,Winter,165,no,3623.75,no
382,39,USA,Business,Train,4,11,534,Winter,145,no,1986.07,no
383,63,Germany,Leisure,Plane,2,4,1746,Summer,22,yes,998.58,no
384,47,France,Leisure,Plane,4,4,6767,Spring,78,yes,1666.56,no
385,55,Italy,Leisure,Plane,3,10,5358,Summer,160,no,2234.42,no
386,55,Italy,Leisure,Plane,3,9,7290,Summer,14,yes,2541.82,no
387,62,USA,Leisure,Train,4,10,1540,Winter,148,yes,1682.79,no
388,68,Italy,Leisure,Plane,5,7,6195,Spring,150,no,2238.27,no
389,71,Germany,Leisure,Train,3,14,6975,Winter,30,no,3601.45,no
390,25,Spain,Leisure,Plane,5,7,4543,Spring,161,yes,1791.16,no
391,44,Germany,Leisure,Plane,4,12,4960,Autumn,5,yes,2861.13,no
392,44,Spain,Leisure,Train,4,11,9225,Winter,18,yes,2826.72,no
393,51,France,Leisure,Plane,3,1,9438,Autumn,63,yes,1456.23,no
394,38,UK,Business,Plane,5,11,7813,Autumn,174,yes,4141.78,no
395,47,Spain,Business,Plane,4,5,480,Summer,135,yes,1661.41,no
396,50,Italy,Leisure,Train,3,3,9116,Spring,157,no,1903.75,no
397,45,Germany,Leisure,Train,4,3,9830,Winter,57,no,2308.83,no
398,64,France,Business,Plane,2,6,7273,Summer,175,no,2241.63,no
399,50,Italy,Business,Train,2,4,1737,Winter,9,yes,1211.32,no
400,22,France,Leisure,Plane,3,8,7643,Autumn,112,yes,2164.85,no
401,65,UK,Leisure,Plane,4,14,624,Winter,105,no,2785.25,no
402,36,Germany,Leisure,Train,3,4,3207,Winter,123,no,1151.81,no
403,21,USA,Leisure,Plane,1,8,8242,Summer,71,no,2304.3,no
404,52,Germany,Leisure,Train,3,14,1193,Spring,113,no,2427.66,no
405,66,UK,Leisure,Plane,3,12,204,Winter,171,no,2428.17,no
406,34,Germany,Leisure,Plane,2,12,1839,Autumn,59,yes,1550.52,no
407,61,USA,Leisure,Plane,2,4,3226,Autumn,6,yes,1045.8,no
408,45,Spain,Leisure,Plane,4,3,1776,Summer,110,yes,1196.99,no
409,47,France,Leisure,Plane,3,5,8004,Autumn,111,no,1486.96,no
410,46,USA,Leisure,Plane,3,12,8127,Winter,53,yes,2967.59,no
411,63,Italy,Leisure,Plane,4,13,5016,Spring,64,no,3087.88,no
412,70,UK,Leisure,Plane,5,5,3034,Winter,4,yes,1636.41,no
413,23,Spain,Business,Plane,4,10,5256,Summer,1,no,2774.47,yes
414,52,Italy,Leisure,Plane,2,10,1142,Autumn,70,yes,2037.06,no
415,58,Italy,Business,Plane,2,1,9733,Winter,31,yes,1666.33,no
416,54,UK,Business,Plane,3,8,1945,Winter,65,no,1841.87,no
417,41,Spain,Leisure,Train,2,8,3601,Autumn,117,yes,1591.19,no
418,46,Italy,Leisure,Plane,4,8,1641,Spring,19,yes,1604.43,no
419,66,Italy,Leisure,Train,3,14,566,Spring,118,yes,2329.63,no
420,63,Spain,Business,Plane,4,10,3044,Spring,69,no,2926.54,no
421,70,Germany,Business,Plane,4,4,4394,Autumn,177,no,2179.88,no
422,48,Italy,Business,Train,3,13,1691,Winter,31,no,2350.6,no
423,52,France,Leisure,Plane,5,14,4172,Summer,79,no,2671.77,no
424,50,Spain,Leisure,Plane,2,9,3672,Winter,55,no,1591.08,no
425,69,Italy,Leisure,Plane,1,10,9485,Autumn,127,yes,2781.04,no
426,38,UK,Leisure,Plane,1,3,6078,Autumn,77,yes,1186.98,no
427,49,USA,Leisure,Plane,1,7,393,Winter,91,yes,1046.5,no
428,40,France,Leisure,Plane,2,6,9213,Autumn,166,yes,2259.32,no
429,50,USA,Business,Plane,5,9,5958,Winter,161,no,2695.25,no
430,20,USA,Leisure,Plane,4,12,1438,Winter,6,yes,1773.32,no
431,35,Italy,Leisure,Train,3,14,5309,Spring,141,yes,2599.3,no
432,42,France,Leisure,Plane,5,13,3575,Autumn,20,yes,2770.13,no
433,59,France,Business,Plane,1,4,9833,Autumn,100,yes,2243.38,no
434,48,Germany,Business,Train,2,4,2598,Spring,165,no,1439.55,no
435,71,USA,Leisure,Plane,2,6,9199,Spring,45,yes,1932.75,no
436,20,France,Leisure,Plane,3,8,5828,Spring,81,no,1971.0,no
437,57,Germany,Leisure,Plane,4,3,7417,Summer,59,yes,1666.71,no
438,63,Spain,Business,Plane,5,11,2593,Autumn,52,no,3230.72,no
439,41,Germany,Leisure,Plane,5,8,3188,Winter,146,yes,1716.77,no
440,67,UK,Leisure,Plane,5,14,6381,Winter,25,yes,2338.55,no
441,49,Italy,Leisure,Train,4,8,6895,Winter,123,no,2547.59,no
442,64,Spain,Leisure,Train,4,14,5727,Autumn,129,yes,2966.97,no
443,39,Spain,Business,Train,4,14,4090,Summer,41,yes,2759.48,no
444,40,UK,Leisure,Plane,3,7,3851,Autumn,102,yes,1827.75,no
445,19,Germany,Leisure,Plane,2,7,7341,Autumn,18,yes,2147.21,no
446,44,Italy,Leisure,Plane,1,5,2197,Autumn,129,no,1112.99,no
447,59,Germany,Leisure,Plane,4,2,3274,Autumn,167,yes,1189.47,no
448,19,France,Business,Plane,2,12,487,Autumn,159,no,2643.02,no
449,43,Germany,Leisure,Plane,4,14,398,Summer,102,yes,1932.03,no
450,34,Spain,Business,Train,1,2,4534,Spring,71,yes,1134.24,no
451,57,Italy,Business,Plane,4,13,4161,Winter,166,yes,2971.02,no
452,50,Germany,Leisure,Plane,2,12,573,Autumn,8,no,1851.46,yes
453,26,Italy,Leisure,Train,3,10,5157,Autumn,162,yes,2611.56,no
454,60,Italy,Leisure,Plane,1,12,5389,Autumn,73,no,1975.24,no
455,71,France,Business,Plane,2,8,4208,Winter,89,yes,1694.35,no
456,65,France,Leisure,Plane,5,11,8740,Summer,27,no,3585.57,no
457,56,Spain,Leisure,Plane,5,6,2321,Winter,169,no,1557.08,no
458,46,UK,Leisure,Train,5,8,5351,Summer,7,yes,2308.76,no
459,59,Italy,Business,Plane,3,3,3711,Spring,32,no,1521.83,no
460,72,UK,Leisure,Plane,4,1,2742,Autumn,73,yes,1024.74,no
461,43,Spain,Leisure,Plane,4,13,2020,Summer,99,yes,2509.92,no
462,52,Italy,Leisure,Plane,4,6,7175,Winter,112,yes,2257.87,no
463,67,Italy,Leisure,Plane,3,2,6094,Summer,144,no,1501.58,no
464,42,USA,Business,Plane,5,12,2416,Summer,130,yes,3451.25,no
465,41,UK,Leisure,Plane,4,9,1374,Spring,171,yes,2074.25,no
466,30,Germany,Business,Plane,3,5,9907,Autumn,31,no,2094.99,no
467,24,France,Leisure,Plane,3,5,5083,Autumn,80,yes,1741.84,no
468,74,Germany,Leisure,Plane,2,13,7934,Winter,175,yes,3038.58,no
469,53,UK,Leisure,Plane,4,10,3718,Winter,33,no,2528.0,no
470,62,France,Leisure,Train,5,8,359,Spring,145,yes,1803.51,no
471,37,Germany,Leisure,Train,1,6,3306,Summer,99,yes,1350.79,no
472,18,USA,Leisure,Plane,3,3,9804,Summer,54,no,2107.41,no
473,25,France,Leisure,Train,2,9,5278,Winter,54,yes,2198.01,no
474,63,Italy,Leisure,Plane,1,10,5458,Autumn,179,yes,1524.66,no
475,33,Germany,Leisure,Plane,3,4,4607,Summer,135,yes,1227.98,no
476,31,France,Business,Plane,2,10,6558,Spring,139,no,2467.69,no
477,29,USA,Leisure,Plane,4,4,7641,Winter,30,yes,2191.67,no
478,68,France,Leisure,Plane,2,12,3608,Summer,82,yes,2552.01,no
479,40,France,Leisure,Plane,3,13,7405,Autumn,57,yes,2646.92,no
480,32,USA,Business,Train,4,2,5094,Autumn,174,yes,1668.34,no
481,45,Germany,Business,Train,5,3,8523,Spring,70,no,2162.19,no
482,51,Spain,Leisure,Plane,2,4,6854,Spring,66,yes,1598.67,no
483,19,Germany,Business,Plane,1,7,9021,Winter,107,no,2373.92,no
484,49,UK,Leisure,Plane,4,13,5616,Winter,10,yes,2709.12,no
485,40,USA,Leisure,Plane,4,3,5968,Autumn,132,yes,1638.34,no
486,39,Germany,Business,Plane,5,8,5899,Autumn,74,yes,2462.25,no
487,68,France,Business,Plane,2,8,3029,Summer,73,yes,1853.11,no
488,42,USA,Leisure,Plane,1,10,8609,Summer,62,yes,2400.33,no
489,39,Italy,Business,Train,5,11,1630,Summer,109,no,2941.47,no
490,39,Germany,Leisure,Plane,2,2,8013,Spring,171,no,1327.53,no
491,66,USA,Business,Plane,1,4,9402,Spring,42,yes,2242.67,no
492,69,Germany,Leisure,Plane,1,8,815,Summer,24,no,1185.88,no
493,59,USA,Leisure,Plane,3,1,9633,Autumn,5,no,1667.2,yes
494,23,France,Leisure,Train,1,1,7627,Winter,99,yes,1413.53,no
495,32,Italy,Leisure,Plane,2,14,3412,Spring,99,yes,2251.98,no
496,71,Italy,Leisure,Train,5,14,7323,Spring,120,no,3314.77,no
497,60,UK,Leisure,Train,5,4,5292,Summer,77,yes,1679.8,no
498,54,USA,Leisure,Plane,3,11,7127,Winter,101,no,2691.55,no
499,50,Germany,Leisure,Plane,2,2,301,Spring,96,no,611.71,no
500,25,Italy,Leisure,Train,1,1,2240,Winter,173,yes,589.31,no
501,70,Italy,Leisure,Train,3,8,9964,Spring,120,no,2389.5,no
502,61,Spain,Leisure,Plane,4,2,9348,Winter,65,yes,1954.25,no
503,61,Spain,Business,Plane,2,4,3771,Winter,121,yes,1465.43,no
504,22,Italy,Business,Plane,3,3,8710,Spring,90,yes,2366.72,no
505,56,USA,Business,Plane,5,2,7470,Winter,177,yes,2187.06,no
506,21,UK,Leisure,Plane,3,8,2698,Autumn,115,yes,1679.49,no
507,23,Italy,Business,Train,4,3,8917,Spring,77,yes,2325.67,no
508,62,France,Leisure,Plane,2,9,2044,Spring,32,no,1804.46,no
509,49,Germany,Leisure,Plane,3,10,3029,Autumn,112,yes,1684.64,no
510,69,UK,Leisure,Plane,1,5,3483,Winter,178,yes,1207.47,no
511,47,France,Business,Plane,2,9,3640,Autumn,52,yes,2495.9,no
512,64,UK,Leisure,Plane,3,3,493,Spring,23,yes,834.79,no
513,52,France,Leisure,Train,3,12,7110,Autumn,30,yes,3182.08,no
514,72,Germany,Leisure,Plane,2,5,6877,Winter,70,no,1588.33,no
515,57,Germany,Business,Plane,5,14,8923,Autumn,71,yes,4029.05,no
516,69,Spain,Leisure,Plane,1,10,421,Spring,111,no,1864.11,no
517,33,USA,Leisure,Plane,2,6,4769,Winter,158,yes,1532.17,no
518,30,France,Leisure,Plane,1,9,1793,Spring,37,no,1467.67,no
519,67,Spain,Leisure,Plane,1,8,1163,Spring,48,yes,1180.42,no
520,59,France,Leisure,Plane,2,2,8021,Summer,160,yes,1271.68,no
521,47,Spain,Leisure,Plane,3,2,3211,Spring,70,no,859.05,no
522,36,Germany,Business,Plane,5,13,9768,Spring,35,yes,3745.85,no
523,34,UK,Leisure,Plane,1,5,3361,Winter,68,no,1097.04,no
524,73,Spain,Leisure,Train,1,5,3186,Winter,160,no,1151.78,no
525,36,France,Leisure,Plane,3,5,3911,Winter,59,yes,1492.66,no
526,45,France,Leisure,Plane,2,4,3451,Autumn,118,no,1246.29,no
527,72,USA,Leisure,Plane,5,8,7180,Autumn,163,no,2419.37,no
528,43,Germany,Leisure,Plane,1,11,9250,Winter,112,yes,3325.51,no
529,54,France,Leisure,Plane,1,5,4243,Autumn,144,yes,1345.29,no
530,43,Italy,Business,Plane,2,1,6432,Summer,119,yes,1579.45,no
531,70,UK,Leisure,Plane,3,10,6547,Autumn,115,yes,2393.64,no
532,40,Spain,Leisure,Plane,4,14,9874,Summer,105,yes,3557.99,no
533,26,USA,Business,Train,3,5,7963,Winter,66,no,2463.87,no
534,29,UK,Leisure,Plane,1,1,3276,Winter,6,no,587.35,no
535,70,Germany,Business,Plane,1,4,2516,Autumn,14,no,1462.31,no
536,18,USA,Leisure,Plane,5,1,7768,Winter,157,no,1345.61,no
537,18,Spain,Leisure,Train,3,6,8751,Winter,106,yes,2377.16,no
538,64,Spain,Business,Train,4,6,2411,Spring,154,yes,2087.31,no
539,51,Italy,Leisure,Plane,5,1,1329,Winter,18,no,845.82,no
540,49,Germany,Leisure,Plane,4,12,1630,Spring,4,yes,2417.86,no
541,71,USA,Business,Plane,5,8,9679,Winter,57,no,2711.88,no
542,65,USA,Leisure,Plane,3,14,2897,Summer,119,yes,2710.51,no
543,42,France,Leisure,Plane,1,4,1463,Summer,53,yes,762.36,no
544,57,Italy,Leisure,Plane,4,2,4602,Winter,102,yes,1112.79,no
545,62,Italy,Business,Plane,3,13,552,Summer,25,yes,2295.1,no
546,70,USA,Business,Train,4,14,4004,Summer,175,yes,2984.24,no
547,18,USA,Leisure,Train,3,1,6096,Summer,162,yes,1226.41,no
548,33,UK,Leisure,Plane,5,11,677,Autumn,144,yes,2478.24,no
549,56,UK,Business,Plane,3,3,4019,Summer,94,yes,1724.1,no
550,22,UK,Leisure,Train,5,7,7417,Spring,127,yes,2353.57,no
551,39,Italy,Leisure,Plane,1,10,3364,Autumn,124,yes,1706.73,no
552,46,France,Business,Plane,5,11,2031,Spring,36,no,2850.57,no
553,72,Spain,Business,Plane,2,10,4342,Spring,156,yes,2417.21,no
554,20,UK,Business,Plane,1,8,8281,Spring,72,yes,2574.36,no
555,29,France,Leisure,Plane,3,5,282,Autumn,53,no,1075.71,no
556,43,Germany,Leisure,Plane,3,7,8527,Winter,170,no,2141.67,no
557,33,UK,Leisure,Plane,2,2,737,Summer,79,yes,521.31,no
558,68,Spain,Leisure,Plane,3,12,3105,Summer,98,yes,1864.06,no
559,54,Germany,Leisure,Plane,1,12,3572,Winter,147,yes,1981.84,no
560,39,Germany,Business,Plane,1,4,624,Winter,44,yes,914.83,no
561,74,Spain,Leisure,Train,5,6,5759,Spring,30,no,2281.78,no
562,46,UK,Business,Plane,4,12,2470,Autumn,74,no,2290.08,no
563,31,Italy,Leisure,Plane,3,12,9576,Spring,172,no,2839.08,no
564,45,Spain,Leisure,Plane,2,12,1735,Summer,117,no,1664.63,no
565,22,Spain,Leisure,Plane,1,12,4532,Winter,155,yes,2373.62,no
566,64,Spain,Leisure,Plane,1,14,7567,Summer,84,no,3238.11,no
567,66,Germany,Leisure,Plane,1,12,4314,Winter,73,yes,2260.5,no
568,47,France,Business,Plane,4,12,9873,Autumn,34,yes,3961.95,no
569,63,Italy,Business,Plane,4,5,679,Spring,127,no,1689.21,no
570,69,UK,Leisure,Plane,3,6,7950,Summer,85,yes,1724.55,no
571,22,UK,Leisure,Plane,2,12,4041,Autumn,152,yes,1801.69,no
572,29,France,Business,Plane,4,2,8487,Summer,56,no,1806.95,no
573,33,Spain,Leisure,Plane,5,7,8624,Winter,7,yes,2155.96,no
574,43,Italy,Leisure,Plane,4,8,3191,Summer,51,yes,1658.81,no
575,43,UK,Leisure,Plane,1,13,4818,Autumn,136,yes,2393.98,no
576,65,USA,Business,Plane,2,14,8949,Autumn,58,no,3173.09,no
577,38,UK,Leisure,Plane,3,11,8995,Spring,85,yes,3109.62,no
578,56,Spain,Leisure,Plane,4,9,5652,Summer,69,yes,2661.44,no
579,53,USA,Business,Plane,1,6,5078,Winter,8,yes,2002.61,no
580,50,France,Leisure,Plane,5,7,9741,Summer,152,no,2185.04,no
581,47,Italy,Leisure,Plane,5,13,1352,Spring,170,no,2899.72,no
582,54,France,Leisure,Plane,3,12,8815,Winter,54,yes,3035.51,no
583,40,France,Business,Train,3,13,2522,Winter,144,yes,3270.53,no
584,27,Italy,Leisure,Train,4,1,8327,Spring,132,yes,1459.84,no
585,71,Italy,Business,Plane,3,9,9067,Winter,59,yes,3544.59,no
586,22,UK,Leisure,Plane,1,6,127,Autumn,94,yes,646.54,no
587,53,UK,Leisure,Plane,1,12,7639,Autumn,46,yes,1912.74,no
588,51,Italy,Business,Plane,1,4,185,Winter,94,no,903.54,no
589,69,USA,Leisure,Plane,4,10,7009,Summer,99,no,2775.49,no
590,48,Germany,Leisure,Plane,4,9,4381,Winter,13,yes,1633.37,no
591,27,UK,Leisure,Train,3,12,4753,Summer,37,yes,2046.68,no
592,36,Germany,Leisure,Plane,4,1,8133,Spring,177,yes,1790.44,no
593,49,USA,Leisure,Plane,1,2,7764,Autumn,75,yes,1007.78,no
594,18,Italy,Leisure,Plane,2,3,5166,Autumn,58,yes,1299.63,no
595,73,USA,Leisure,Plane,1,1,356,Spring,19,yes,316.23,no
596,22,UK,Business,Train,2,2,1547,Spring,146,yes,1001.61,no
597,62,France,Leisure,Train,3,2,5800,Autumn,145,yes,1062.54,no
598,21,Italy,Business,Train,5,7,4699,Spring,139,no,2623.57,no
599,33,Spain,Leisure,Plane,4,10,3443,Winter,143,yes,2728.2,no
600,41,Germany,Leisure,Plane,4,13,793,Winter,108,yes,2778.94,no
601,33,USA,Leisure,Plane,1,6,8774,Summer,145,yes,1658.29,no
602,72,Italy,Leisure,Plane,1,12,3765,Summer,90,no,1999.66,no
603,19,USA,Leisure,Plane,2,9,2774,Summer,120,yes,1673.23,no
604,66,Italy,Business,Plane,4,14,450,Winter,5,yes,3086.25,no
605,45,UK,Business,Plane,3,5,8940,Autumn,132,no,2059.12,no
606,49,UK,Business,Plane,1,9,7144,Summer,56,no,2443.76,no
607,44,UK,Leisure,Plane,4,14,8519,Winter,104,no,3880.9,no
608,37,USA,Business,Plane,5,13,2163,Autumn,48,yes,2826.59,no
609,41,Spain,Leisure,Plane,2,12,6029,Spring,48,no,2003.86,no
610,29,UK,Leisure,Plane,1,10,8716,Winter,163,no,2599.25,no
611,67,Italy,Business,Plane,1,14,7513,Spring,109,no,3522.69,no
612,52,UK,Leisure,Plane,3,14,1921,Summer,161,yes,2412.59,no
613,50,France,Leisure,Plane,1,9,4989,Autumn,100,yes,1923.19,no
614,50,UK,Leisure,Train,4,2,1685,Winter,21,no,879.87,no
615,68,USA,Leisure,Plane,4,12,9970,Summer,102,no,3219.31,no
616,60,Spain,Business,Plane,4,9,4759,Summer,5,no,2774.16,yes
617,54,France,Leisure,Plane,5,3,2380,Autumn,149,no,1238.0,no
618,29,USA,Business,Train,5,11,3849,Spring,89,yes,3084.88,no
619,20,USA,Leisure,Plane,1,3,2638,Summer,74,yes,892.78,no
620,18,USA,Leisure,Plane,5,12,9308,Autumn,122,no,3247.0,no
621,50,Italy,Leisure,Plane,5,11,543,Autumn,160,no,1735.43,no
622,57,USA,Leisure,Plane,3,14,2167,Winter,146,no,2146.95,no
623,27,Italy,Leisure,Plane,5,9,8402,Summer,58,no,2802.28,no
624,60,USA,Business,Plane,2,7,2634,Spring,98,yes,1839.99,no
625,61,Germany,Business,Train,2,14,188,Spring,79,yes,2348.42,no
626,46,France,Business,Train,2,11,3490,Summer,152,no,2719.61,no
627,30,Germany,Business,Plane,1,8,5337,Spring,5,yes,1663.89,no
628,29,USA,Business,Plane,4,7,6677,Autumn,127,no,2727.47,no
629,48,France,Leisure,Plane,3,9,2041,Autumn,96,no,1799.24,no
630,63,France,Business,Train,1,8,3410,Summer,133,yes,1846.27,no
631,19,Spain,Leisure,Plane,4,14,8363,Spring,122,no,2813.43,no
632,68,Germany,Leisure,Train,3,4,921,Autumn,169,yes,876.88,no
633,67,Spain,Leisure,Plane,3,2,8172,Summer,98,no,1281.45,no
634,52,France,Leisure,Plane,3,14,915,Autumn,135,yes,2131.4,no
635,40,Italy,Leisure,Train,2,13,8695,Summer,90,no,2703.19,no
636,34,France,Business,Plane,2,11,1798,Winter,129,no,2521.22,no
637,43,Spain,Leisure,Plane,2,5,7462,Winter,52,yes,1848.99,no
638,25,Germany,Leisure,Plane,3,2,5791,Summer,98,no,1372.14,no
639,46,USA,Leisure,Plane,3,4,5829,Winter,26,no,1674.68,no
640,43,USA,Leisure,Plane,2,14,2053,Winter,121,no,1866.23,no
641,27,Germany,Leisure,Plane,3,12,5063,Spring,12,no,2109.96,no
642,43,USA,Leisure,Plane,2,2,6086,Winter,70,yes,1204.82,no
643,51,USA,Leisure,Train,2,5,7852,Spring,84,yes,2011.81,no
644,68,Spain,Leisure,Train,2,6,5091,Winter,19,yes,1885.26,no
645,58,Germany,Business,Plane,4,11,3901,Winter,132,no,2177.7,no
646,24,UK,Business,Plane,3,1,8547,Autumn,96,yes,1666.15,no
647,21,Italy,Leisure,Plane,1,12,2031,Summer,5,yes,2478.75,no
648,70,Italy,Leisure,Plane,2,8,1211,Winter,121,yes,1613.54,no
649,67,USA,Leisure,Plane,1,2,972,Summer,128,yes,471.56,no
650,62,Italy,Business,Train,4,14,8054,Summer,54,no,3117.6,no
651,28,Germany,Leisure,Train,3,5,4687,Autumn,18,yes,1481.72,no
652,46,Germany,Leisure,Plane,2,11,6579,Summer,64,no,2483.34,no
653,73,France,Business,Plane,2,8,1661,Summer,138,yes,2087.83,no
654,53,France,Leisure,Plane,2,5,5626,Winter,23,no,1560.44,no
655,42,Italy,Leisure,Plane,1,3,4557,Autumn,120,yes,859.14,no
656,38,UK,Leisure,Plane,4,6,5660,Summer,115,yes,2298.22,no
657,74,France,Business,Plane,3,1,7981,Winter,82,yes,1594.67,no
658,53,France,Business,Plane,4,1,9185,Autumn,96,yes,2265.51,no
659,27,Germany,Business,Plane,2,8,7815,Winter,175,yes,2346.24,no
660,54,UK,Leisure,Train,4,7,2784,Autumn,26,yes,1724.79,no
661,26,USA,Leisure,Plane,1,10,9538,Autumn,99,yes,2584.41,no
662,41,Italy,Business,Plane,5,10,846,Spring,171,yes,2192.52,no
663,52,France,Business,Plane,5,11,5343,Spring,66,no,2751.6,no
664,66,UK,Leisure,Train,3,11,6926,Spring,104,yes,3071.93,no
665,52,UK,Business,Plane,3,3,4185,Summer,141,no,1716.55,no
666,65,Italy,Leisure,Plane,4,8,6217,Winter,179,no,1939.4,no
667,53,UK,Leisure,Train,3,11,1106,Autumn,5,yes,2297.8,no
668,35,UK,Leisure,Plane,1,8,8229,Winter,175,yes,2488.0,no
669,66,UK,Leisure,Plane,2,14,4410,Summer,164,yes,2374.54,no
670,56,France,Business,Plane,2,14,9182,Spring,164,yes,4111.26,no
671,49,Italy,Leisure,Train,4,1,2976,Spring,178,no,1050.88,no
672,41,UK,Leisure,Plane,2,10,9923,Winter,19,yes,3372.7,no
673,40,UK,Business,Train,4,7,2126,Winter,20,yes,1962.88,no
674,49,France,Business,Plane,3,2,5656,Autumn,150,yes,1769.15,no
675,54,Italy,Leisure,Plane,3,12,4207,Winter,31,no,2176.56,no
676,29,Germany,Leisure,Plane,1,2,5341,Autumn,105,no,957.17,no
677,66,France,Leisure,Plane,2,2,5769,Autumn,44,no,1369.86,no
678,72,Italy,Leisure,Plane,1,13,5499,Spring,101,no,3158.39,no
679,30,UK,Business,Plane,5,5,9033,Winter,89,yes,2863.26,no
680,40,Italy,Business,Plane,1,7,3108,Spring,49,yes,1515.06,no
681,42,Italy,Leisure,Plane,4,4,7595,Autumn,59,yes,1764.5,no
682,52,USA,Leisure,Train,4,11,3762,Spring,132,yes,2737.06,no
683,58,Italy,Leisure,Plane,1,12,5520,Spring,117,yes,2055.15,no
684,47,Germany,Business,Train,3,4,3011,Autumn,167,yes,1541.79,no
685,34,Italy,Leisure,Plane,5,9,6997,Summer,135,yes,2704.36,no
686,66,Germany,Leisure,Train,1,14,5585,Summer,177,yes,3205.95,no
687,37,UK,Leisure,Train,3,10,5938,Winter,89,no,2682.46,no
688,65,Germany,Leisure,Plane,1,9,873,Spring,15,no,1068.54,no
689,42,UK,Leisure,Train,2,7,2244,Winter,7,yes,1373.71,no
690,39,UK,Leisure,Plane,4,14,9284,Spring,175,yes,3418.87,no
691,30,Germany,Business,Train,2,10,6080,Winter,116,yes,3053.48,no
692,36,France,Business,Train,2,4,6497,Winter,98,no,2140.01,no
693,66,Spain,Business,Plane,5,8,8241,Autumn,118,no,3147.67,no
694,53,Italy,Leisure,Plane,3,10,3337,Summer,173,yes,2427.25,no
695,29,USA,Leisure,Plane,4,3,8295,Summer,108,yes,1639.98,no
696,58,Spain,Leisure,Plane,2,3,5682,Summer,106,yes,1046.71,no
697,36,Italy,Leisure,Plane,4,12,6388,Autumn,147,yes,2706.96,no
698,29,Italy,Business,Plane,3,7,8456,Summer,47,no,2981.81,no
699,26,UK,Leisure,Plane,1,13,1997,Autumn,53,yes,1370.73,no
700,24,Italy,Leisure,Train,2,11,5533,Spring,155,no,1992.43,no
701,45,USA,Business,Plane,3,12,2667,Autumn,133,yes,3072.21,no
702,31,Italy,Business,Train,4,9,8230,Winter,60,no,2704.44,no
703,48,Germany,Leisure,Train,3,13,5817,Winter,77,yes,2344.64,no
704,69,Spain,Leisure,Plane,1,11,6852,Spring,62,yes,2580.34,no
705,36,Germany,Leisure,Plane,3,4,2659,Spring,59,no,1299.32,no
706,64,USA,Leisure,Plane,4,4,9630,Winter,56,no,2003.61,no
707,33,Italy,Leisure,Plane,2,1,4737,Summer,78,no,1098.68,no
708,70,USA,Leisure,Plane,2,1,712,Summer,47,no,421.94,no
709,22,UK,Business,Plane,5,13,7846,Summer,176,no,4087.84,no
710,52,Germany,Leisure,Train,4,14,1984,Spring,138,yes,2823.12,no
711,29,Germany,Leisure,Plane,5,3,4124,Winter,160,no,1453.31,no
712,42,France,Leisure,Plane,5,12,3234,Autumn,24,no,2923.49,no
713,69,Italy,Leisure,Plane,1,13,9347,Spring,29,yes,2462.56,no
714,38,UK,Business,Train,4,7,1722,Winter,135,yes,1776.44,no
715,53,Germany,Leisure,Train,2,13,3382,Summer,95,no,2940.09,no
716,70,Germany,Leisure,Train,4,9,2710,Summer,145,no,1666.65,no
717,40,UK,Leisure,Plane,1,4,3169,Summer,94,yes,708.33,no
718,33,USA,Business,Plane,4,2,6586,Winter,25,no,1791.35,no
719,74,USA,Leisure,Train,4,6,1355,Summer,36,no,1160.94,no
720,56,Italy,Business,Plane,5,6,2760,Winter,71,yes,2345.56,no
721,62,France,Leisure,Plane,4,9,9334,Spring,163,no,3070.26,no
722,70,Germany,Leisure,Plane,5,4,4552,Autumn,120,yes,1724.86,no
723,59,France,Leisure,Plane,5,8,9734,Summer,50,yes,2621.04,no
724,56,USA,Business,Plane,3,13,7202,Spring,128,yes,3188.63,no
725,31,USA,Business,Plane,1,14,4276,Spring,41,no,2385.84,no
726,48,Spain,Leisure,Plane,5,13,3786,Winter,25,yes,2378.59,no
727,22,Italy,Leisure,Plane,4,3,5337,Spring,162,no,1251.18,no
